,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,labels
10,38.38514,0.10283329,34.88699,37.92565,42.044838,7.1578484,34.618988,19.981049,112.00676,64.51473,0.7335247,0.67839146,0.32872915,0.6437005,1.0601562,0.7314271,8.9449215,4.1370378,7.9214435,5.049753,0.37275472,0.88501894,25.709959,0.37915418,-4.943674,-2.3882933,10.39616,1.1415936,-20.127853,-0.6538468,0.032692518,1.5301237,1.3195993,0.4074911,6.2623096,0.43453145,9.4519415,1.2331307,23.050503,0.41065207,691.04065,0.33073187,1439.496,0.18521075,-112.46434,-0.8046496,1689.068,0.14616947,1134.1531,0.23180684,-102.228516,-0.84692895,2775.2144,0.08063993,903.3365,0.27542016,-105.55287,-0.7895544,-11.047851,-0.6759717,22.727804,0.35293517,0.048860088,0.39044094,-0.0132432105,-1.0816602,0.5074655,0.6874358,29.118982,0.30315802,-7.8199224,-1.8789885,8.210859,1.6768541,-23.889887,-0.5838062,-9.883696,19.58344,0.029412966,-0.007777017,0.2357924,3.2142859,3.6363637,0.137,0.08391067,0.116000004,0.17471118,-22.028622,sd
11,34.597027,0.064549215,32.19278,34.49532,36.717434,4.5246544,55.563576,80.08305,27.858253,15.010252,0.37150013,0.5984971,0.13620143,0.3494265,0.566014,0.42981255,4.366203,2.9816225,2.8875337,1.6270009,0.15605845,0.8284597,27.215048,0.34555224,-2.1493013,-5.022126,16.511812,0.97568995,-9.823785,-1.1979822,0.018173242,0.75532025,1.3658245,0.505376,6.761542,0.3402395,9.659809,1.075199,25.9772,0.3448261,625.71735,0.3625969,1410.5311,0.15541333,-122.61036,-0.7407911,1648.8547,0.12793241,1061.6392,0.25960118,-117.68754,-0.72839284,2737.4624,0.093752585,994.4378,0.30314472,-120.7448,-0.6832412,-13.878812,-0.4107199,24.820454,0.29026157,0.035979014,0.63776463,-0.011799737,-1.1387713,0.22752139,0.47819653,31.962875,0.26972735,-1.5028995,-8.388839,15.406473,1.2783449,-11.755554,-1.282734,-10.03357,19.227085,0.006578218,0.00020681258,0.09665399,3.0826142,2.7295287,0.1590909,0.11155549,0.1947619,0.34634992,-30.321291,sd
12,36.352314,0.12573978,32.65084,36.02047,39.273083,6.622242,117.19557,145.13148,53.33044,53.35153,0.91912615,0.80428225,0.37305522,0.6833871,1.3806438,1.0075886,15.168847,9.038997,8.323906,5.370394,0.48984382,1.0582361,29.23446,0.30656466,-11.078763,-1.5493183,16.682173,0.9102146,-14.815662,-1.119571,0.03047233,1.336514,1.1239475,0.5973591,7.241044,0.43256935,5.924069,1.6583291,16.714918,0.6545112,731.6059,0.35440296,1384.299,0.17081362,-62.03271,-1.2732457,1716.5443,0.14868885,1164.6206,0.33263642,-60.020008,-1.1864365,2732.4248,0.10288465,993.74316,0.2969376,-63.22538,-1.0995954,-10.567961,-0.7837292,21.449814,0.40653595,0.03740609,0.5070728,-0.0097659165,-1.3025193,0.5911191,0.9285482,29.658693,0.3103843,-11.960376,-1.5203816,16.894417,0.95147836,-16.916748,-1.0408883,-9.926488,19.817062,0.01165115,-0.0035426836,0.16436422,2.386117,2.6373627,0.285,0.20105968,0.09555555,0.10965715,-19.559797,sd
13,34.339176,0.09173092,31.93417,34.012337,36.667732,4.7335625,86.41498,129.13094,57.85607,68.7293,0.6473285,0.9227732,0.28055927,0.4620896,0.8371135,0.5565542,9.098316,8.1238165,4.932398,5.0914736,0.3105413,1.3181984,29.373953,0.34789082,-6.8124447,-2.0854986,18.855047,0.9419277,-9.48264,-1.4305456,0.02370994,1.4836828,1.1308006,0.48549002,6.6063924,0.44447222,5.2806478,2.2688766,19.90945,0.5056684,637.9636,0.4232471,1315.813,0.16403048,-82.19929,-1.0569575,1655.2655,0.15812135,1044.4772,0.2779668,-80.63289,-1.0026369,2695.2554,0.099319145,958.1618,0.31548616,-84.88495,-0.9152781,-10.713474,-0.5883938,22.908422,0.31203008,0.030639758,0.67766285,-0.0069976025,-1.6904372,0.40307045,1.151814,31.970654,0.28543612,-8.328034,-1.7369153,16.63105,1.178431,-10.866791,-1.38055,-9.859137,18.142063,0.0105176745,0.00020501035,0.13562582,1.7421603,3.8664322,0.16,0.13453624,0.098823525,0.10731385,-21.97423,sd
14,35.91744,0.1325748,31.799126,34.505096,41.475853,9.676727,123.01731,95.10523,-6.5230293,22.352167,0.61791337,0.88983613,0.15233034,0.46764672,0.97754335,0.825213,12.641665,7.6052494,8.414735,5.0278726,0.27262667,1.221217,24.813509,0.36543128,-8.799889,-1.7791362,15.869846,0.968922,-12.11948,-1.0285276,0.017153736,1.1555796,1.1135327,0.5877372,7.884984,0.34334123,6.8724747,1.5128337,18.761639,0.4759135,681.62836,0.32518694,1400.2568,0.16001353,-106.47852,-0.88503826,1694.3391,0.105687626,1157.82,0.26669323,-104.78679,-0.8558277,2660.531,0.09114414,1075.0864,0.32498214,-107.50519,-0.8107358,-9.324972,-0.7198979,19.150373,0.352935,0.03956557,0.55914223,-0.009821942,-1.3844391,0.43917808,0.8415099,28.628391,0.31356493,-14.455751,-1.2683212,14.658043,1.181533,-15.666116,-0.9465641,-8.992987,17.244726,0.008045718,0.00033628228,0.09762485,2.857143,1.9819821,0.25181818,0.19608988,0.28,0.33326665,-23.356806,xx
15,34.21335,0.14325081,31.573933,32.373035,39.36574,7.791809,90.64202,104.79104,19.142668,17.500929,0.5581523,0.9458778,0.2033543,0.44535694,0.70158374,0.49822944,6.719408,4.327449,6.8804674,7.920066,0.23420954,1.4472615,28.620567,0.3671281,-9.32446,-1.7296382,19.31529,0.9028539,-11.696875,-1.1904933,0.01926617,1.1099726,1.2056593,0.48958778,6.354418,0.46058315,4.879582,2.3397977,17.955463,0.53976643,632.3709,0.42230082,1302.7943,0.15122819,-112.797844,-0.8231507,1652.842,0.15483281,997.16766,0.27444428,-110.338615,-0.8022858,2653.7705,0.089764155,980.1293,0.27624708,-112.536446,-0.76578087,-10.239883,-0.6776922,19.43149,0.4015277,0.035152428,0.49638924,-0.0112706935,-1.2849623,0.3405837,1.2438862,31.027735,0.3330254,-12.114199,-1.3986405,21.251045,0.9858995,-13.504305,-1.1178591,-10.185361,17.980572,0.012653398,-0.006961528,0.13019447,1.6051364,2.588997,0.179375,0.13754402,0.19733334,0.24474382,-25.004217,sd
16,38.097813,0.12390658,32.619102,38.14761,42.849876,10.230774,61.11555,37.170467,13.722342,22.630129,0.8825248,0.8315453,0.23638633,0.69827056,1.3286688,1.0922825,10.283076,5.6924486,12.239823,7.2768016,0.42351788,1.1080552,25.562252,0.3297558,-12.488967,-1.3844963,19.814802,0.7422099,-20.358027,-0.77474344,0.025337024,1.2027712,1.1453056,0.5981232,7.2116194,0.387954,4.61939,2.1868854,12.5836,0.7872841,781.2339,0.32464212,1362.624,0.1881569,-93.20603,-0.98544264,1738.7722,0.15021145,1061.7911,0.38394704,-89.40319,-0.9902676,2709.1252,0.09320388,965.172,0.23485962,-92.08015,-0.9362562,-7.8710985,-0.84704775,16.989985,0.5247431,0.044743735,0.30018798,-0.01090163,-1.2627201,0.58698475,0.86560327,26.069284,0.3591507,-18.176292,-0.94518673,17.335533,0.8000218,-22.977308,-0.6963288,-10.060371,17.483309,0.015536196,-0.00816877,0.20895043,2.6415095,2.3076923,0.24833333,0.17043245,0.24249999,0.24169971,-21.166584,sd
17,35.152946,0.10012226,33.851536,36.278538,37.35477,3.5032349,90.63073,110.56738,31.126242,12.289555,0.32727775,0.8532763,0.09697395,0.21107495,0.6412771,0.5443031,4.1647577,2.5469384,2.8110166,1.7370019,0.13797238,1.114605,30.362984,0.26444522,-5.713518,-2.0578053,14.823347,1.0727807,-10.680843,-0.84773564,0.02543825,0.63231987,1.4731146,0.4200069,3.817321,0.75132173,4.3574452,2.2802622,20.374155,0.47752547,649.27234,0.3107628,1368.2942,0.15228315,-159.38547,-0.4775762,1616.92,0.13572596,1176.8575,0.2960405,-151.40877,-0.52707887,2667.322,0.06724875,972.0752,0.19816178,-153.51451,-0.4978002,-9.937316,-0.599807,22.358868,0.30066058,0.044788647,0.496794,-0.010979861,-0.9059657,0.31517872,0.4400837,34.42954,0.2172094,-14.155285,-0.85434175,11.753423,1.72041,-14.993453,-0.75441176,-11.781816,22.288467,0.0029041846,-0.001398655,0.07592448,2.0454545,1.6091955,0.15428571,0.16430433,0.4442857,0.45896953,-30.925547,sd
18,37.575542,0.10852076,34.533432,36.699406,41.812035,7.2786026,37.81518,17.506655,-29.301361,53.690372,0.45072573,1.0863982,0.1070814,0.22125614,0.7169149,0.6098335,9.563183,5.525804,10.005153,5.3774657,0.19019595,1.4240915,24.55399,0.37811878,-9.899137,-1.3294388,14.2874,0.61448556,-13.970573,-0.8500508,0.01749517,1.0744876,1.2004955,0.656005,7.388088,0.45884213,6.310054,1.197399,18.2693,0.5531562,774.0814,0.24848253,1455.0519,0.14743942,-147.41014,-0.57132584,1721.8151,0.10977193,1192.6764,0.20658238,-138.83026,-0.61560285,2740.5757,0.09666589,1040.362,0.34302008,-140.94025,-0.5854893,-8.434039,-0.7901708,17.859852,0.49303463,0.039555598,0.57614326,-0.007506378,-1.4383116,0.4113933,0.7294757,27.498688,0.41051573,-14.078006,-1.1408688,11.846886,1.0708549,-21.76971,-0.7468947,-8.35949,16.42179,0.00040738276,0.0014666887,0.08315,2.2004893,1.7369728,0.18142857,0.11369489,0.435,0.51237196,-26.103886,qw
19,42.48907,0.077240996,42.385105,44.269848,44.482285,2.0971794,64.54166,0.0,0.14140789,0.0,0.603729,1.2225336,0.12210338,0.2519784,1.0670125,0.94490916,6.5326824,3.426047,1.8309321,2.494403,0.26502985,1.716117,14.701392,0.75954056,-12.499011,-1.3702964,13.149034,0.52160627,-12.175171,-0.8933242,0.018555278,0.57229424,1.4669237,0.29499927,3.1493354,1.195367,-2.4024255,-3.34502,4.2667356,1.3589636,779.5865,0.31911227,1418.6223,0.2923969,-180.17236,-0.3264306,1772.565,0.09474717,1084.8628,0.13318492,-166.87827,-0.43448657,2748.2927,0.06711379,1090.7944,0.14011072,-166.92914,-0.4340265,1.3150151,8.88233,8.733578,1.3309724,0.024474967,0.676272,-0.000589576,-12.317038,0.98322785,0.66179866,13.660872,0.6954792,-33.65052,-0.6123496,14.673384,0.46609524,-23.31915,-0.5646456,-5.547444,13.836069,0.004392604,0.0022095018,0.11440882,1.1904762,1.2269939,0.13,0.089999996,0.44,0.25703436,-24.962494,sd
