,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,labels
10,25.33783,0.025770478,24.584398,25.368189,26.082367,1.4979687,0.0,0.0,-0.09519173,0.0,0.10967702,0.19450055,0.097729355,0.101046085,0.1118586,0.014129244,0.33662552,0.24803281,0.2703274,0.22458586,0.025489334,0.32217354,26.895773,0.13582605,-1.9262717,-2.9415538,17.007925,0.19703299,-5.9725018,-0.7053315,0.011904638,0.5946961,1.0902655,0.42305887,4.542897,0.3427589,-8.752927,-0.4847327,21.186611,0.2843581,383.74142,0.030259369,1286.7173,0.088155076,-187.81302,-0.2586221,1516.1654,0.031909373,1050.2648,0.21443158,-189.5484,-0.22257881,2496.8901,0.033653025,1092.4247,0.10749227,-189.74892,-0.2183428,-20.298317,-0.095827565,27.820877,0.09937442,0.014807127,0.4358865,0.001252058,3.2282255,0.044504564,0.20509866,32.400303,0.102989875,10.726694,0.33650383,22.664492,0.0962977,3.6090446,1.8364112,-12.443107,18.63481,-0.0082463045,0.004261048,0.024488911,2.2471912,0.38167942,0.16,0.0,1.2149999,0.074999996,-48.60557,sv
11,30.711662,0.10098055,29.044575,31.223745,32.241264,3.1966896,187.99478,248.57219,24.704134,15.816705,0.20177884,0.65114456,0.10536615,0.14922804,0.27641174,0.1710456,3.0096173,1.9612529,2.5060742,1.6491987,0.055331368,1.0379573,25.416798,0.33030143,-1.305487,-5.5929227,16.989191,0.5953879,-6.241171,-1.4384483,0.018848352,0.8629949,1.0879449,0.6220336,5.999189,0.40083277,6.0950065,1.0336027,25.14418,0.2561799,550.73816,0.2993296,1427.5675,0.15407918,-139.93748,-0.6170556,1614.3031,0.09974541,1035.0428,0.2578833,-142.31154,-0.56855947,2672.927,0.06953072,1031.3678,0.3753409,-144.35674,-0.540724,-14.943563,-0.38062295,22.942879,0.3138084,0.019223193,1.1157073,-0.014499276,-0.7314688,0.10854306,0.67728233,32.504803,0.24223165,0.8483057,10.904563,20.701082,0.68281883,-7.4704027,-1.7037623,-10.2058735,17.773415,-0.00774024,0.004646397,0.030105859,2.6119404,2.071563,0.14727272,0.12329499,0.28833333,0.44393757,-37.86978,sv
12,25.737465,0.07547506,24.047424,26.03325,27.68929,3.6418648,21.846113,12.049881,14.565605,6.2801237,0.14953652,0.38608328,0.10304969,0.12792866,0.18673962,0.083689936,0.8037802,0.6022861,0.6600078,0.5196382,0.03645141,0.4710873,29.47248,0.22304764,-0.42381978,-13.153376,15.518289,0.41510537,-6.9985523,-0.9678511,0.014026145,0.7856914,1.1046674,0.48661605,4.3508725,0.3866569,2.3652267,3.0999897,26.494202,0.25919747,609.34576,0.3250698,1381.3171,0.115517356,-145.54773,-0.58477455,1630.6371,0.14078732,1154.4609,0.23834503,-148.28868,-0.5400351,2675.1587,0.09954196,1004.9939,0.23198375,-150.6117,-0.5079332,-16.002943,-0.24711497,26.493664,0.1500077,0.011815552,1.4525727,-0.00863841,-1.1052936,0.05376769,0.3023649,35.949654,0.12421129,3.099221,2.2584789,13.926056,0.669597,-6.4041605,-1.4401805,-12.149633,19.41462,-0.0048361444,0.0022106995,0.029478053,2.2194822,1.3647643,0.20272727,0.23049712,0.51,0.5431558,-43.420155,sd
13,31.090755,0.042378873,30.097273,30.349176,32.136116,2.0388432,0.3277404,0.0,0.0,0.0,0.1600238,0.9516895,0.10251954,0.107247844,0.13026918,0.027749643,0.4632818,0.28585526,1.7310586,0.0,0.05382378,1.6614352,28.275955,0.23225255,-1.0302156,-7.213437,15.398109,0.33501738,-8.972189,-0.96327686,0.0170457,1.245102,0.5194388,0.18361183,5.079725,0.65268147,0.8471961,2.127357,36.49302,0.253593,749.5243,0.15832072,1416.9558,0.1349824,-189.45361,-0.23267807,2020.6462,0.08727169,1312.7216,0.14328474,-191.0897,-0.19782995,3099.49,0.06413332,1343.984,0.18134058,-191.12901,-0.19730648,-27.561863,-0.15315361,33.866833,0.092729144,0.036326576,0.14256585,-0.03689147,-0.30168137,0.10612138,0.23105833,44.803883,0.026727075,16.900455,0.38194206,12.821885,0.31244326,-27.214754,-0.4718176,-12.734005,20.142416,-0.004841256,0.0020891193,0.05168367,0.5208334,0.53475934,0.099999994,0.0,0.87,0.01,-38.42334,br
14,27.195702,0.17600965,23.348515,25.9847,30.355064,7.00655,58.150562,28.792067,28.771618,21.152534,0.18383442,0.44041523,0.1047481,0.1642556,0.25833577,0.15358767,1.3766581,0.87421274,1.1264951,0.75111467,0.050979476,0.66408706,28.912281,0.24401648,-0.51821166,-14.877921,13.138981,0.6766848,-8.536062,-0.82811767,0.0146400565,0.7858768,1.3152927,0.50251025,4.5326023,0.57914764,7.395842,1.1828926,27.24701,0.24373993,607.97876,0.3790692,1386.0316,0.13987178,-146.00896,-0.5683727,1631.6128,0.1570205,1105.036,0.18687536,-147.3813,-0.5367043,2678.6445,0.10869059,1051.1046,0.21786015,-149.78564,-0.50397825,-15.382156,-0.25993907,26.005005,0.18083657,0.009682444,1.8578409,-0.011048759,-1.0021591,0.07100121,0.36429837,34.39794,0.15116955,0.8070086,9.358663,13.296542,0.8662733,-7.0632915,-1.4049494,-11.696259,21.07088,-0.0037455552,-0.00030386032,0.042487524,3.294893,2.4958403,0.10733333,0.10318052,0.27333334,0.4078507,-40.144436,sv
15,34.720825,0.12877953,31.723734,32.998474,40.627937,8.904203,15.984456,0.0,-0.47905922,17.699858,0.17083833,0.52701724,0.1012462,0.11840388,0.24915653,0.14791033,2.0259824,0.59406716,1.2792107,1.0038517,0.05139445,0.83405524,26.177284,0.2814939,0.31663054,21.429071,15.433231,0.5226863,-5.420683,-1.2758887,0.02051082,0.92675686,1.1628528,0.60673296,9.073403,0.36109242,7.267863,0.62198913,24.226847,0.33583903,774.06085,0.26913747,1442.4333,0.11966292,-153.46231,-0.5091057,1809.0961,0.1170789,1055.4307,0.32040873,-152.64812,-0.4976806,2906.001,0.06793497,1117.6112,0.5485664,-154.74539,-0.46960646,-19.504572,-0.2513764,30.232162,0.2044642,0.00542981,2.9930103,-0.009528327,-0.9633464,0.10563876,0.43451068,33.565556,0.15509908,3.9675052,1.4961267,19.577085,0.5961769,-6.988673,-1.3127548,-11.74892,20.501497,-0.012699413,0.0036844013,0.030764742,2.2875817,0.66445184,0.415,0.145,0.71,0.6256197,-36.955067,qw
16,28.92017,0.1035866,25.514076,29.04398,31.40318,5.889103,22.772688,12.959155,12.589416,8.572979,0.1713389,0.43641582,0.102935515,0.1429847,0.23332182,0.1303863,1.1058123,1.1652055,1.0082065,0.69637644,0.046236258,0.5967237,28.694548,0.2905873,-2.011999,-2.8432512,15.948028,0.47240722,-5.705682,-1.3896435,0.018359702,0.9459453,1.2401657,0.5152411,5.5762453,0.46105543,5.1343904,2.374236,26.318247,0.2888484,595.5181,0.3699297,1456.5365,0.15369865,-150.20969,-0.54776543,1617.8593,0.15550171,1193.9669,0.22493611,-151.51317,-0.51315135,2668.727,0.103902176,1110.1675,0.26752615,-153.42421,-0.48671532,-16.606777,-0.2975173,27.456799,0.17422587,0.012436439,1.6037627,-0.009305901,-1.0347911,0.07407254,0.35080567,36.71801,0.119711205,1.2400662,6.336274,15.113481,0.79406905,-4.870246,-2.5113337,-11.617635,20.06091,-0.0075161536,0.0019522952,0.03583365,2.164009,1.260023,0.21,0.19591278,0.5158333,0.68053234,-39.928383,sv
17,30.493025,0.052698374,29.115917,30.471617,32.113995,2.9980774,31.626865,16.095724,16.64575,4.3609686,0.17316362,0.73154646,0.09954696,0.11344147,0.22152644,0.12197948,1.3713745,0.7594994,1.7801975,1.3306974,0.0538118,1.002998,30.425564,0.21098372,-1.141893,-5.308454,17.540165,0.5146997,-5.0489154,-1.2080766,0.017603995,0.8233455,1.3913854,0.60011727,7.2387466,0.20841545,4.5648856,0.9288063,27.79757,0.2870617,664.53766,0.31834954,1443.5664,0.1202412,-151.16153,-0.5369036,1674.3447,0.11498472,1132.3118,0.27074647,-154.12897,-0.48863426,2756.578,0.08567674,1013.81714,0.27241924,-155.69191,-0.46683863,-17.698166,-0.24609777,28.526787,0.16610897,0.012773445,1.8367394,-0.010320256,-0.8507705,0.12089474,0.549881,38.361835,0.16914372,1.6265099,5.6114044,20.360018,0.7298662,-5.3829145,-1.650159,-13.230322,23.492165,-0.011414166,0.002294362,0.030257184,1.5723271,1.2779553,0.19999999,0.13379088,0.44799998,0.42522463,-36.71356,qw
18,26.806852,0.1078506,23.894787,25.942976,30.068249,6.173462,36.803146,35.121033,17.662477,9.03773,0.15478636,0.45850316,0.103029914,0.1250769,0.19480224,0.091772325,0.8753471,0.65508914,0.9232357,0.5936529,0.04368502,0.75465554,29.066675,0.24520849,-0.32078558,-20.22747,15.712026,0.5463896,-4.8483825,-1.6446419,0.01531476,0.9108931,1.2157797,0.45484132,4.9947424,0.39333907,5.0409718,1.5880541,30.393538,0.19890068,631.67,0.35450286,1475.3348,0.1849633,-156.14018,-0.50494665,1658.9153,0.14476109,1179.2051,0.21865332,-157.4794,-0.47378072,2761.6418,0.09293861,1094.4708,0.23399903,-159.67834,-0.4434917,-16.951054,-0.31577283,29.151329,0.14442663,0.0042782337,4.71042,-0.0012803094,-6.8950276,0.07541101,0.53755754,36.81415,0.094882905,3.2411826,2.3558223,17.991184,0.678594,1.71554,5.9440036,-12.069048,21.503769,-0.004863853,0.00152534,0.033821605,1.2484394,1.1306533,0.20555554,0.09154368,0.592,0.85153747,-40.940075,sv
19,30.57163,0.09881016,27.836075,31.396296,32.472404,4.6363297,142.82904,217.24268,21.329304,15.865411,0.22623749,0.5062301,0.10721155,0.21242212,0.3174087,0.21019715,2.1890004,1.3583599,1.4585006,1.1297648,0.076919205,0.70687824,31.316992,0.25726047,0.67220783,11.504532,18.556854,0.62816054,-4.5426717,-2.0973608,0.018409807,0.8279033,1.2387059,0.4496923,6.3821774,0.38304153,3.000586,3.7727566,25.097576,0.33955404,607.3514,0.35319316,1380.6257,0.15169515,-126.44018,-0.71006995,1664.859,0.13689731,1073.0963,0.27662945,-128.00264,-0.65646344,2707.3604,0.09376602,1029.8348,0.25087458,-130.80893,-0.6168629,-16.794611,-0.32897788,26.783665,0.22005862,0.021987671,0.8636489,-0.010503918,-1.4188236,0.10684327,0.4461805,35.393616,0.18928456,1.8508209,4.673278,19.116863,0.7285625,-4.3559713,-2.7536342,-13.577287,22.624102,-0.0007490556,-0.0001574299,0.0559256,2.6609442,2.3336215,0.16555555,0.13838576,0.23392856,0.31937817,-35.664112,xx
